# X,Y,Z,error,cx_i,cy_i
7.737351868737551985e-02,6.745010250055414810e-03,9.591386242994822675e-01,1.073591380573287596e-01,3.025702039609813809e+01,5.279333592635809680e+01,4.707556296914095384e+01,1.366427135678391949e+02,nan,nan,1.392311733800350169e+02,1.712132051463311200e+02
1.016256669082483549e-01,7.889912349347442261e-03,7.884420369003162232e-01,1.082049020032445630e-01,nan,nan,4.428355566048872305e+01,2.337011291460832751e+02,1.550048822269807260e+02,1.430739028272568873e+02,1.381860433786878559e+02,2.638378839590443476e+02
3.011082081404980459e-01,4.427081368619610775e-03,6.879742649675739674e-01,2.453602013922029021e-02,nan,nan,4.308547219480092139e+01,2.817435370152761607e+02,1.331299233412635488e+02,2.060983215913800279e+02,1.151404812063421730e+02,3.100435630689206619e+02
1.979255660049142884e-01,6.738618203853699584e-03,6.132781589491375085e-01,1.773357631748150309e-01,3.263280251075206451e+01,2.628161328588374772e+02,4.122990444069701965e+01,3.320890738445191914e+02,1.465843633227939051e+02,2.437140591966173417e+02,nan,nan
4.572517800190629145e-01,4.054238767701510808e-03,9.224557547635636734e-01,2.211254234990975009e-01,3.319354425515562923e+01,7.887489274068988721e+01,nan,nan,1.112401879842499710e+02,7.385657738487927304e+01,9.649077310787740203e+01,1.638704994192798949e+02
1.558497344788873917e-01,6.344093588953792287e-03,6.981853488483981407e-02,1.048182288229356357e-01,3.424004874086109140e+01,5.782689025303188828e+02,nan,nan,1.575056826734908952e+02,5.380745573589081232e+02,1.342282682628213877e+02,6.692986411826191215e+02
4.775595485869993384e-01,5.354646506986131260e-03,8.340907849360057469e-01,1.545319519279179099e-01,3.428425472358292581e+01,1.362412305922944142e+02,4.982439577039274781e+01,1.798086542278682032e+02,1.112484026600599805e+02,1.267143517448578649e+02,nan,nan
5.887394099448189921e-01,3.739386009179333434e-03,9.941618739446558273e-01,1.165736445464899546e-01,3.477706302140918382e+01,3.340860890739140387e+01,5.422132432758412790e+01,6.932666410157753489e+01,nan,nan,8.012614870509607101e+01,1.103454938521821305e+02
1.541499322714323106e-01,1.167490257843942052e-02,5.903724901582102502e-01,1.576574972468584301e-01,3.478985849056603996e+01,2.743876792352628513e+02,4.334040747028862484e+01,3.476687516288767483e+02,nan,nan,1.356066950852557795e+02,3.719987523393637048e+02
2.950849745530124135e-01,9.429739193078004456e-03,6.419588033492709123e-01,1.296147541664901537e-01,3.532081865004066401e+01,2.499307880383674956e+02,4.495880515423662871e+01,3.102242384105960014e+02,nan,nan,1.188046494644596009e+02,3.366985162541008094e+02
2.054750330735377328e-01,6.649853117473760594e-03,2.686390755421873625e-02,1.464064638699963117e-01,3.533896119122992019e+01,6.082528274352425797e+02,nan,nan,1.529998041519780543e+02,5.660137777777778183e+02,1.293000000000000114e+02,6.951318881118880881e+02
5.949643426569653851e-03,1.675874293840519391e-02,9.264834327322863938e-01,5.929938854762027006e-02,3.542556564346447345e+01,7.167849223946784321e+01,nan,nan,1.676743209552552116e+02,6.487309753483387453e+01,1.519518653795982175e+02,1.936009020027518659e+02
3.902113187449725573e-01,8.624882115194767301e-03,7.107482839313346012e-01,4.468038661230366859e-02,3.572380514705882604e+01,2.113750735726898142e+02,4.761992963576158644e+01,2.627532285837279460e+02,nan,nan,1.072742963048766427e+02,2.920838914027149258e+02
4.514506495611342318e-02,1.263166512852310040e-02,1.115274020647041564e-01,5.104336158949449725e-02,3.615741571593385117e+01,5.433041508330896932e+02,3.336204889406286611e+01,6.336255267910896691e+02,1.712009383378016025e+02,5.062202824948420812e+02,nan,nan
4.846367545304993696e-01,6.816902629424676993e-03,4.511862711244638002e-01,1.346984636672714786e-01,nan,nan,4.227437385029008254e+01,4.211963536044140710e+02,1.172062019613040036e+02,3.522627055860127143e+02,9.578161123955183598e+01,4.423417605449305938e+02
6.982687895215017315e-01,2.888675449242531900e-03,8.171018570940506986e-01,9.470791479242622601e-02,3.621326449563145644e+01,1.532538808918995130e+02,5.153980340578706887e+01,1.732519128217018363e+02,8.261530678615307011e+01,1.431192694400885443e+02,nan,nan
7.830768991396119816e-02,1.535375428887496806e-02,3.816396699519579161e-01,5.787260185402346574e-02,nan,nan,4.029368421052631533e+01,4.737650386313465560e+02,1.663563976679963048e+02,3.643487759528974266e+02,1.461544087208500002e+02,4.915846153846154039e+02
8.122063893031541415e-01,1.949283235497755416e-03,9.205294381579011143e-01,1.126958016674293600e-01,nan,nan,5.572276956759715461e+01,9.485485164394546587e+01,6.537803049237690800e+01,8.073198623292994114e+01,5.061486173335393346e+01,1.357748263179403239e+02
7.120944245100334635e-01,2.714301118111231859e-03,5.517454950785622980e-01,7.628122254779794165e-02,3.693439618838189631e+01,3.302714937560038493e+02,4.576094980314960736e+01,3.471958679593720944e+02,8.543740552425450119e+01,3.069276718243972368e+02,nan,nan
4.720345224742699686e-01,7.694462666932075541e-03,3.176579476773802035e-01,4.270780864708614843e-02,nan,nan,3.993653532738951384e+01,5.068012893439514528e+02,1.210308590492076775e+02,4.283701700154559262e+02,9.820417308500209685e+01,5.233258691080044400e+02
4.742774292072222259e-02,2.122931395600520174e-02,9.910091919306998065e-01,1.457023145972238531e-01,3.863882544861337465e+01,3.366370540192004768e+01,nan,nan,1.651667661453980998e+02,2.974874511991076531e+01,1.498896683673469283e+02,1.556854689707640489e+02
2.856049470513055133e-01,1.404948439433048590e-02,4.604534227265928426e-01,2.009330377525687661e-01,nan,nan,4.399874400548070241e+01,4.212944029850746119e+02,1.431583091587235685e+02,3.341872732769044774e+02,1.232199712455888090e+02,4.422593582887700450e+02
8.851041667087782006e-02,1.603226684277953007e-02,9.063506569883927888e-02,2.117304922659652977e-01,3.910412893879029639e+01,5.592934769879376518e+02,3.532610169491525198e+01,6.467638293529291786e+02,1.690477850697292865e+02,5.212093613421683358e+02,nan,nan
2.205638764789886186e-01,1.732079677969329892e-02,5.417297049139262466e-01,6.472395859831454878e-02,3.935736825497001945e+01,3.065938691698445382e+02,4.679542653703957455e+01,3.743712487190747993e+02,nan,nan,1.316765047042144658e+02,3.972671038902965961e+02
6.144065457842743383e-01,6.251623571067656260e-03,1.656189836268859017e-01,1.027103144476236435e-01,3.961223821989528915e+01,5.700975759435409600e+02,nan,nan,1.057984559597613696e+02,5.292090024616105666e+02,8.018146436390172482e+01,6.166331022741092056e+02
6.485963344517897688e-01,4.321211095056744743e-03,1.811090194468209166e-02,1.739785539667489667e-01,3.974662899704635777e+01,6.670707395498392316e+02,3.416617168717296238e+01,7.047404333794374907e+02,nan,nan,7.490314232902032643e+01,7.102088914549653964e+02
1.673667581781057567e-01,2.037246239611421178e-02,8.558534732702396397e-01,1.483694542555804574e-01,3.982641778623231232e+01,1.158474096060442520e+02,5.428678277593760271e+01,1.902422794934458921e+02,nan,nan,1.377752938170669381e+02,2.222549713309747403e+02
