# X,Y,Z,error,cx_i,cy_i
1.596591342428682614e-01,1.942171005052110121e-03,7.883042511559807952e-01,8.499120338548489528e-02,nan,nan,4.167019089574155544e+01,2.301860256793072494e+02,1.457961397754509960e+02,1.446688625384277600e+02,1.287333116777651583e+02,2.606721683827983043e+02
4.333901898205319569e-02,3.742823891614512847e-03,3.540966650473332256e-01,1.187723362108404207e-01,2.968730529595015710e+01,4.052818875954437203e+02,3.245012945382813285e+01,4.901639261320515857e+02,1.639995279901822016e+02,3.767951835956127979e+02,nan,nan
1.566727340747666175e-01,8.669038536197890346e-04,3.075061033002631783e-01,9.249721224321892643e-02,2.970722325117538176e+01,4.406630697146102307e+02,3.117947395564723934e+01,5.165705913692062268e+02,1.516170621074668645e+02,4.098680031241864299e+02,nan,nan
8.117766791069240540e-02,6.296413027661972375e-03,9.592359000917604073e-01,8.071876489047574710e-02,3.016207407407407359e+01,5.279898283534647163e+01,4.674149021709997243e+01,1.362197688011430046e+02,1.540160389259326053e+02,4.771380090497737569e+01,nan,nan
7.916375448036372386e-02,6.492608970653799064e-03,3.322411146355136458e-01,1.441588973059581280e-01,3.179429901105293865e+01,4.202886702849389167e+02,3.419174347656757362e+01,5.026819850007978516e+02,1.621616448068060947e+02,3.911089361702127576e+02,nan,nan
3.154302924512088491e-01,4.608360720215039230e-03,6.759411908354790999e-01,2.223683118665354674e-01,3.218923526546517166e+01,2.297579762381524517e+02,4.331010512037978799e+01,2.882629654705484086e+02,1.318335701238075899e+02,2.137722126929674005e+02,nan,nan
5.415644323637512914e-01,1.133261836272129227e-03,9.872055193263287176e-01,4.963165032840754359e-02,3.223728418105459781e+01,3.777613923209778335e+01,5.170089090112458052e+01,7.819887990043559967e+01,nan,nan,8.439539007092199085e+01,1.188481491136600567e+02
2.922073802714945656e-01,5.790236940562928578e-03,9.365043695648300748e-01,1.085007123145867308e-01,3.228712595685455966e+01,6.829676646706586496e+01,4.916120839459965453e+01,1.322186012977649625e+02,1.313699975745816175e+02,6.319175015988061972e+01,nan,nan
1.464267413501338100e-01,3.550017022611607394e-03,6.988091289226834590e-02,1.254962136872507517e-01,3.254817363684489351e+01,5.772101506740682453e+02,2.824934383202099752e+01,6.601040275683825485e+02,1.569813126123812026e+02,5.373273581496205225e+02,nan,nan
3.673541410093311699e-01,5.517138967724948342e-03,8.188433316807718354e-01,4.007089655264855360e-02,3.319040312456409225e+01,1.431119172376729693e+02,4.766348046106269010e+01,1.976667550019875534e+02,1.243655097613882816e+02,1.327672845352455795e+02,nan,nan
4.756612409676343467e-01,4.818866912619103327e-03,8.385485523052708112e-01,1.258593501869901543e-01,3.415961930659415202e+01,1.333415079969535384e+02,4.930205980066445193e+01,1.771705336426914243e+02,nan,nan,9.485837353549275974e+01,2.117749006383234871e+02
5.248881758347115900e-01,4.078739499660184384e-03,7.649443217713177701e-01,1.775929565196488757e-01,3.430007127583748883e+01,1.820661600357621808e+02,4.823089959045332620e+01,2.196863857374392239e+02,nan,nan,8.869875862068965944e+01,2.523594283939111449e+02
3.195729920826461123e-01,3.356971225225458336e-03,5.585116639663236654e-03,1.156951861383324759e-01,3.468034906270200679e+01,6.337889238932183389e+02,2.924311770703523194e+01,7.037165753973554274e+02,nan,nan,1.145871611982881575e+02,7.100549010891309081e+02
1.015276210805942519e-02,1.671073492676330638e-02,9.267531499367085424e-01,2.625714768699935475e-01,nan,nan,5.087033968516984572e+01,1.606523494860499284e+02,1.672681468830059828e+02,6.493921139101861684e+01,1.515567835976293622e+02,1.928737664079716296e+02
1.497965856839307830e-01,1.167888730182316606e-02,6.019424954989462950e-01,1.230889872659480938e-01,3.491816404431617116e+01,2.670515888583758510e+02,nan,nan,1.545229917683792280e+02,2.479673024523160905e+02,1.357652741869642057e+02,3.657817172148654663e+02
4.655431648863805894e-02,1.264750854183228565e-02,3.308800362408786944e-01,1.342580685670594631e-01,3.505293880837358955e+01,4.186766150822893451e+02,3.737817104663527346e+01,5.038880371001325216e+02,nan,nan,1.481628068091844739e+02,5.207541515910567114e+02
4.805056403361939732e-01,1.562475486618967579e-03,7.727092728625853391e-02,1.266649491668632999e-01,3.528855796991338423e+01,6.097596304193318701e+02,3.124139311449159351e+01,6.616450272964633541e+02,nan,nan,9.426998304126625783e+01,6.697336209833086969e+02
4.872139538813723414e-01,1.144687264868845524e-03,3.470844751541187628e-02,1.523356642670266048e-01,nan,nan,3.029684908789386455e+01,6.892680122037080537e+02,1.196904082215244074e+02,5.908159486931268702e+02,9.329211221537300958e+01,6.963182804448060779e+02
7.249415015361600212e-02,1.348302837114138605e-02,3.825970633419463751e-01,5.458878811017684601e-02,3.571565417727658343e+01,3.908052957609619966e+02,3.915148915308248689e+01,4.731521047479197364e+02,nan,nan,1.457578579743888270e+02,4.912993013655128607e+02
4.916875203685929230e-01,5.618599704143588218e-03,4.362688603252877217e-01,8.891435665026009572e-02,nan,nan,4.133910495471496915e+01,4.305982930298719680e+02,1.158020082389289342e+02,3.613304587375733377e+02,9.434092958439217114e+01,4.511275145390409307e+02
2.448527450018566642e-01,9.758015997936872118e-03,3.057325959498672918e-01,1.282644211223124275e-01,nan,nan,3.776008946805406907e+01,5.170853432282003723e+02,1.473336787564766723e+02,4.173985203796761425e+02,1.256255596255596316e+02,5.326530584928390226e+02
6.940797863072927232e-01,2.778819463717162406e-03,8.194398856943888587e-01,1.726608253630223244e-01,3.616631340963684949e+01,1.516704513985045821e+02,5.127244053095019183e+01,1.719315422371480224e+02,nan,nan,6.673220385298537849e+01,2.078479236812570150e+02
4.940777734641420976e-02,1.245768580112997272e-02,1.089274845841033956e-01,1.441927738363909528e-01,3.626132404181184654e+01,5.451300186120712397e+02,nan,nan,1.706041630827455720e+02,5.077898047722342767e+02,1.486247258771929864e+02,6.456835376301568203e+02
4.854536497123379535e-01,6.286081298535058440e-03,4.549124683679328096e-01,2.638420525224831059e-01,3.637082785808146923e+01,3.767849396856342423e+02,nan,nan,1.162866348448687290e+02,3.500306277165672668e+02,9.577453385672227171e+01,4.400647243833802236e+02
2.957699835899332275e-01,1.247780380853743751e-02,6.502831343194083180e-01,6.227077124064275132e-02,nan,nan,4.720155652288616466e+01,3.052523828701839079e+02,1.386649935649935514e+02,2.272813038483630237e+02,1.203950607154578307e+02,3.318371590324240969e+02
8.143929139111629745e-01,1.380395409254330484e-03,9.214005818621918698e-01,1.638327293187114564e-01,3.676805149210064627e+01,8.531238893120081457e+01,5.521346633416458616e+01,9.397101449275362484e+01,nan,nan,5.025696887686062553e+01,1.348789607097591841e+02
3.899131858294949682e-01,1.034545019603468237e-02,7.181106589794951089e-01,9.495668080255909027e-02,3.678522292993630316e+01,2.067056264501160001e+02,4.889758007832111986e+01,2.582856953642383928e+02,nan,nan,1.082267130953861454e+02,2.878002640264026581e+02
